"","MS_SubClass","MS_Zoning","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_Type_2","Heating","Heating_QC","Central_Air","Electrical","Kitchen_Qual","Functional","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Qual","Garage_Cond","Paved_Drive","Pool_QC","Fence","Misc_Feature","Sale_Type","Sale_Condition","PID","Lot_Frontage","Lot_Area","Year_Built","Year_Remod_Add","Mas_Vnr_Area","BsmtFin_SF_1","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Yr_Blt","Garage_Cars","Garage_Area","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Misc_Val","Mo_Sold","Year_Sold","Sale_Price"
"2660","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Good","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Good","Typical","Other","Other","Unf","Other","Other","Other","SBrkr","Typical","Typ","Typical","Detchd","Unf","Typical","Typical","Other","No_Pool","No_Fence","None","WD ","Normal",902325050,60,10800,1914,1970,0,6,0,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,1914,2,320,0,341,0,0,0,0,0,10,2006,163000
"2661","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Good","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Other","Typical","Other","No_Pool","No_Fence","None","WD ","Normal",902325100,70,6300,1910,2005,0,7,0,1226,1226,1226,878,0,2104,0,0,2,0,5,1,9,0,1910,2,432,0,341,88,0,0,0,0,7,2006,155000
"2662","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Other","Other","Other","Typical","Typ","No_Fireplace","Attchd","Unf","Other","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",902325160,63,5000,1900,1950,0,7,0,540,540,889,551,0,1440,0,0,1,0,3,1,6,0,1940,1,352,0,0,77,0,0,0,0,4,2006,79000
"2663","Other","Other","No_Alley_Access","Slightly_Irregular","Other","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Good","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Normal",902328100,65,8850,1916,1950,0,7,0,815,815,815,875,0,1690,0,0,1,0,3,1,7,1,1916,1,225,0,0,330,0,0,0,0,7,2006,144000
"2664","Other","Other","Other","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Above_Average","Other","Gable","CompShg","VinylSd","VinylSd","None","Typical","Typical","CBlock","Typical","Typical","No","Unf","Unf","GasA","Excellent","Other","Other","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Other","Other","No_Pool","No_Fence","None","WD ","Normal",902329070,60,3600,1910,1993,0,7,0,684,684,684,684,0,1368,0,0,1,0,3,1,7,0,1930,1,216,0,158,0,0,0,0,0,10,2006,114504
"2665","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Other","Other","CompShg","Other","Other","None","Typical","Typical","Other","Other","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Other","No_Pool","No_Fence","None","WD ","Normal",902329090,60,7200,1920,1950,0,7,0,596,596,998,764,0,1762,1,0,1,1,4,1,8,0,1989,2,576,36,0,221,0,0,0,0,10,2006,157000
"2666","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Above_Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Typical","Y","Other","Typical","Typ","No_Fireplace","Detchd","Unf","Other","Other","Paved","No_Pool","No_Fence","None","WD ","Other",902400090,84,11340,1923,1950,0,7,0,1200,1200,1200,0,0,1200,0,0,1,0,4,1,7,0,1923,1,312,0,0,228,0,0,0,0,3,2006,125000
"2667","Other","Other","No_Alley_Access","Other","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","Other","Other","Other","Gable","Other","Other","Other","None","Good","Other","Other","Typical","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Typical","Detchd","Unf","Other","Typical","Paved","No_Pool","Other","None","WD ","Normal",902400110,90,22950,1892,1993,0,7,0,1107,1107,1518,1518,572,3608,0,0,2,1,4,1,12,2,1993,3,840,0,260,0,0,410,0,0,6,2006,475000
"2668","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Two_Story","Average","Other","Other","CompShg","Other","Other","None","Typical","Typical","PConc","Typical","Typical","No","Unf","Unf","GasA","Other","Other","Other","Typical","Typ","No_Fireplace","Other","Other","Other","Other","Other","No_Pool","No_Fence","None","WD ","Normal",902401090,33,5976,1920,1950,0,7,0,624,624,624,624,0,1248,0,0,2,0,2,2,8,0,NA,0,0,0,130,256,0,0,0,0,12,2006,93500
"2669","One_Story_1946_and_Newer_All_Styles","Other","Other","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Other","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","Other","WD ","Normal",902406030,65,9750,1958,1958,0,7,0,960,960,960,0,0,960,0,0,1,0,3,1,5,0,2002,2,624,0,0,0,0,0,0,4500,7,2006,125000
"2670","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Other","Other","Gable","CompShg","Other","Other","None","Other","Other","Other","Typical","Other","No","Unf","Unf","GasA","Other","Other","Other","Other","Typ","No_Fireplace","Other","Other","Other","Other","Other","No_Pool","No_Fence","None","Other","Normal",902456015,63,4761,1918,1950,0,7,0,1020,1020,1020,0,0,1020,0,0,1,0,2,1,5,0,NA,0,0,0,0,105,0,0,0,0,10,2006,64500
"2671","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","Other","Typical","Typ","Typical","Other","Other","Other","Other","Paved","No_Pool","Other","None","WD ","Other",903200050,0,7446,1941,1950,0,6,0,522,788,788,0,0,788,0,0,1,0,2,1,4,2,NA,0,0,0,0,0,0,0,0,0,4,2006,100000
"2672","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","Other","Above_Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Other","Y","SBrkr","Other","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",903202120,65,6435,1939,1950,0,7,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1939,1,312,0,0,0,0,0,0,0,10,2006,140200
"2673","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Other","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Above_Average","Other","Other","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","Other","Typical","Other","SBrkr","Typical","Typ","Good","Detchd","Unf","Other","Typical","Paved","No_Pool","Other","None","WD ","Normal",903206160,69,11737,1924,1996,0,7,0,848,848,1017,810,0,1827,0,0,1,0,2,1,9,1,1943,1,240,27,36,42,0,0,0,0,5,2006,202500
"2674","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","Other","Above_Average","Other","Gable","CompShg","Other","Other","None","Typical","Other","CBlock","Typical","Typical","No","Other","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",903225090,50,5000,1947,1950,0,1,0,605,1004,1004,660,0,1664,0,0,2,0,3,1,7,2,1950,2,420,0,24,36,0,0,0,0,10,2006,159000
"2675","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","Other","Other","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Good","Typical","Other","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",903229040,65,7800,1939,1950,0,6,0,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,1939,2,410,0,0,0,0,271,0,0,5,2006,119900
"2676","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Above_Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","PConc","Typical","Typical","No","Unf","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","Other","Other","WD ","Normal",903231070,52,6240,1934,1950,0,7,0,816,816,816,0,360,1176,0,0,1,0,3,1,6,1,1985,2,528,112,0,0,0,0,0,400,9,2006,114500
"2677","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Good","Typical","No","Unf","Unf","GasA","Other","Y","Other","Typical","Typ","No_Fireplace","Detchd","Unf","Other","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",903231190,0,6240,1936,1950,0,7,0,896,896,896,448,0,1344,0,0,1,0,3,1,7,0,1936,1,240,200,114,0,0,0,0,0,4,2006,115000
"2678","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Other","Average","Gable","CompShg","Other","Other","None","Good","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Other","Other","Paved","No_Pool","No_Fence","None","Other","Other",903231220,51,6120,1930,1950,0,6,0,381,728,728,434,0,1162,1,0,1,0,3,1,6,0,1930,1,258,0,24,0,0,0,0,0,11,2006,75000
"2679","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Other","Unf","GasA","Typical","Other","SBrkr","Typical","Other","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","Other","Other","WD ","Other",903231240,51,6120,1925,1950,0,6,0,279,768,1015,0,0,1015,0,0,1,0,3,1,6,0,1925,1,450,0,0,112,0,120,0,620,7,2006,88000
"2680","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Other","Average","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Other","Other","Other","Other","Other","GasA","Other","Other","SBrkr","Typical","Typ","No_Fireplace","Other","Other","Other","Other","Other","No_Pool","No_Fence","None","WD ","Normal",903232170,52,6240,1947,1950,0,5,0,0,0,672,240,0,912,0,0,1,0,2,1,3,0,NA,0,0,0,0,0,0,0,0,0,7,2006,80500
"2681","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Other",903233100,52,6240,1928,1950,0,7,0,1042,1042,1042,534,0,1576,0,0,1,0,3,1,8,1,1928,1,225,0,0,0,0,0,0,0,8,2006,149000
"2682","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Average","Other","Gable","CompShg","Other","Other","None","Typical","Other","Other","Typical","Typical","No","Unf","Unf","GasA","Other","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Other","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",903233220,51,6120,1930,1984,0,7,0,741,741,741,583,0,1324,0,0,1,0,3,1,7,0,1930,1,180,0,0,55,0,0,0,0,2,2006,110000
"2683","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","One_Story","Above_Average","Other","Gable","CompShg","Other","Other","None","Typical","Other","Other","Typical","Typical","No","Other","Unf","GasA","Other","Y","SBrkr","Good","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",903234030,50,6000,1925,1980,0,2,0,706,1103,1103,0,0,1103,0,0,1,0,2,1,5,1,1976,2,440,166,120,0,0,0,0,0,7,2006,110500
"2684","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Other","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",903235020,50,6000,1921,1950,0,4,0,0,616,616,0,0,616,0,0,1,0,2,1,4,0,1921,1,205,0,0,129,0,0,0,0,6,2006,89000
"2685","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Other","No","Unf","Unf","GasA","Typical","Y","Other","Typical","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",903236200,58,6380,1922,1950,0,7,0,993,993,1048,0,0,1048,0,0,1,0,2,1,5,1,1922,1,280,0,0,116,0,0,0,0,8,2006,113000
"2686","Other","Residential_Low_Density","Other","Other","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Typical","Y","Other","Typical","Typ","No_Fireplace","Detchd","Unf","Other","Other","Other","No_Pool","No_Fence","None","WD ","Normal",903400030,50,11672,1925,1950,0,7,0,816,816,816,0,0,816,0,0,1,0,2,1,4,0,1925,1,210,168,0,112,0,0,0,0,7,2006,109000
"2687","Other","Other","No_Alley_Access","Other","Lvl","AllPub","Inside","Gtl","Other","Other","Other","OneFam","Other","Above_Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Unf","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",903425190,90,33120,1962,1962,0,7,0,1595,1595,1611,875,0,2486,0,0,2,0,5,1,8,1,1962,2,576,0,0,0,0,0,0,0,10,2006,220000
"2688","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","Other","One_Story","Other","Average","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Typical","Other","Other","Unf","Other","Typical","Other","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",903425340,60,9873,1970,1970,160,1,0,171,960,960,0,0,960,1,0,1,0,3,1,6,0,1970,2,576,0,288,0,0,0,0,0,5,2006,129000
"2689","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","Other","Above_Average","Other","Other","CompShg","VinylSd","VinylSd","None","Typical","Other","CBlock","Typical","Other","No","Unf","Unf","GasA","Other","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Unf","Other","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",903430090,59,5310,1910,2003,0,7,0,485,485,1001,634,0,1635,0,0,1,0,2,1,5,0,1950,1,255,394,0,0,0,0,0,0,6,2006,117000
"2690","Other","Other","Other","Slightly_Irregular","Other","AllPub","Other","Other","Other","Other","Norm","OneFam","One_Story","Other","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Unf","Unf","Other","Other","Other","Other","Other","Typ","No_Fireplace","Other","Other","Other","Other","Other","No_Pool","No_Fence","None","WD ","Normal",903430130,153,4118,1941,1950,0,7,0,693,693,693,0,0,693,0,0,1,0,2,1,4,0,NA,0,0,0,20,0,0,0,0,0,3,2006,52500
"2691","Other","Other","Other","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Other","Average","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Other","No","Unf","Unf","GasA","Other","Y","Other","Other","Typ","No_Fireplace","Detchd","Unf","Other","Other","Paved","No_Pool","No_Fence","None","WD ","Other",903451050,60,10320,1924,1950,0,7,0,596,596,834,596,0,1430,0,0,2,0,3,1,7,0,1924,2,370,218,0,0,0,210,0,0,10,2006,107000
"2692","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Average","Other","Gable","CompShg","Other","Other","None","Other","Other","Other","Other","Other","No","Unf","Unf","GasA","Other","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Other","No_Pool","Other","None","WD ","Normal",903452090,60,7518,1910,2004,0,7,0,396,396,665,665,0,1330,0,0,1,0,3,1,7,0,2001,1,390,0,72,45,0,0,0,0,7,2006,116500
"2693","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Excellent","Other","Other","Good","Typ","No_Fireplace","Other","Other","Other","Other","Other","No_Pool","No_Fence","None","WD ","Other",903454020,50,9000,1919,1950,0,7,0,610,610,819,0,0,819,0,0,1,0,2,1,4,0,NA,0,0,0,0,0,0,0,0,0,9,2006,72000
"2694","Other","Other","No_Alley_Access","Regular","Other","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Above_Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Good","Detchd","Unf","Typical","Typical","Other","No_Pool","No_Fence","None","WD ","Normal",903454080,50,8600,1937,1950,0,7,0,780,780,780,596,0,1376,0,0,2,0,3,1,7,1,1937,1,198,0,0,0,0,0,0,0,6,2006,119500
"2695","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",903455090,60,7200,1938,1995,0,7,0,803,803,803,557,0,1360,0,0,1,1,2,1,6,0,1951,1,297,0,65,190,0,0,0,0,7,2006,125500
"2696","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Other","Other","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Other","No","Unf","Unf","GasA","Other","Other","SBrkr","Typical","Typ","Good","Detchd","Unf","Typical","Other","Other","No_Pool","No_Fence","None","WD ","Normal",903456060,60,9786,1922,1950,0,7,0,1007,1007,1077,0,0,1077,0,0,1,0,3,1,6,1,1922,1,210,0,100,48,0,0,0,0,5,2006,91000
"2697","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Other","Above_Average","Other","Gable","CompShg","Other","Other","None","Typical","Other","CBlock","Typical","Typical","Other","GLQ","Unf","GasA","Other","Other","SBrkr","Typical","Typ","No_Fireplace","Other","Other","Other","Other","Other","No_Pool","No_Fence","None","WD ","Normal",903456090,60,6780,1935,1982,0,3,0,30,520,520,0,234,754,1,0,1,0,2,1,5,0,NA,0,0,53,0,0,0,0,0,0,6,2006,84500
"2698","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Above_Average","Other","Gable","CompShg","VinylSd","VinylSd","None","Typical","Typical","Other","Typical","Typical","No","Other","Unf","GasA","Typical","Y","Other","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Other","No_Pool","No_Fence","None","Other","Other",903458010,60,7200,1930,1950,0,4,0,641,984,984,0,0,984,0,0,1,0,3,1,6,0,1930,1,308,0,0,164,0,0,0,0,3,2006,90000
"2699","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","Other","Average","Average","Gable","CompShg","Other","Other","Other","Typical","Other","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Typical","Detchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",904100030,82,12375,1951,1951,41,2,0,477,806,1081,341,0,1422,1,0,1,0,3,1,7,1,1951,1,288,0,0,0,0,0,0,0,6,2006,137500
"2700","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Other","Other","Other","One_Story","Above_Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Unf","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",904100090,120,11136,1964,1964,0,7,0,1921,1921,1921,0,0,1921,0,0,2,0,4,2,8,0,1964,2,576,0,180,0,0,0,0,0,7,2006,150000
"2701","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Other","Other","Other","Other","Other","GasA","Typical","Y","Other","Typical","Other","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","Other","WD ","Normal",904100170,100,21370,1950,1950,0,5,0,0,0,1640,0,0,1640,0,0,1,0,3,1,7,1,1950,2,394,0,0,225,0,0,0,600,6,2006,131000
"2702","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Average","Other","Other","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Typical","Other","Other","Other","GasA","Excellent","Y","Other","Good","Other","No_Fireplace","Other","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Other",904101040,92,6930,1958,1958,120,2,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1958,1,288,168,0,294,0,0,0,0,7,2006,130000
"2703","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Other","Other","Other","Other","Other","GasA","Typical","Other","SBrkr","Typical","Typ","Typical","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",904301410,55,8250,1935,1950,0,5,0,0,0,1032,0,0,1032,0,0,1,0,2,1,6,1,1939,1,260,0,0,121,0,0,0,0,6,2006,125000
"2704","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Typical","Typical","No","Unf","Unf","GasA","Other","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Other","No_Pool","No_Fence","None","WD ","Normal",904302020,50,5220,1936,1950,0,7,0,830,830,879,0,0,879,0,0,1,0,2,1,4,0,1936,1,180,0,108,0,0,0,0,0,1,2006,80000
"2705","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Other","CompShg","VinylSd","VinylSd","None","Typical","Typical","PConc","Good","Other","Other","GLQ","Other","GasA","Excellent","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",904302030,50,5500,2004,2004,0,3,373,190,1073,1073,0,0,1073,1,0,2,0,2,1,4,0,2004,1,246,0,120,0,0,0,0,0,5,2006,157000
"2706","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Other","Y","SBrkr","Typical","Typ","Other","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",905100030,75,11235,1963,1979,51,6,0,504,1051,1382,0,0,1382,0,0,1,1,3,1,6,1,1974,2,459,0,82,0,0,0,0,0,10,2006,148000
"2707","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Other","Average","Gable","CompShg","Other","Other","None","Typical","Typical","Other","Other","Other","Other","Other","Other","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Other","Unf","Typical","Typical","Paved","No_Pool","No_Fence","Other","WD ","Normal",905101330,72,10791,1967,1967,0,5,0,0,0,1296,0,0,1296,0,0,2,0,2,2,6,0,1967,2,516,0,0,0,0,0,0,500,10,2006,90000
"2708","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Above_Average","Other","Other","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","GLQ","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",905101450,70,8414,1963,2003,0,3,0,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,1963,1,264,192,0,0,0,0,0,0,2,2006,154500
